Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
FAGRON,BE0003874915,FAGR,Euronext Brussels, Amsterdam,EUR,16.23,16.32,16.04,16.18,20/05/2022 17:35,CET,120054,1942788.85
FAIFEY INVEST,ES0105553004,MLECE,Euronext Access Paris,EUR,19.80,19.80,19.80,19.80,29/07/2021 00:00,CET,-,-
FARMINVESTE,PTFNV1AM0002,MLFMV,Euronext Access Lisbon,EUR,2.10,2.10,2.10,2.10,19/05/2022 15:30,BST,120,252.00
FASHION B AIR,FR0004034593,ALFBA,Euronext Growth Paris,EUR,0.42,0.42,0.42,0.42,20/05/2022 09:00,CET,90,37.80
FASTNED,NL0013654809,FAST,Euronext Amsterdam,EUR,28.74,28.74,27.84,28.20,20/05/2022 17:35,CET,25033,709870.36
FAURECIA,FR0000121147,EO,Euronext Paris,EUR,22.80,24.12,22.74,23.14,20/05/2022 17:35,CET,1197631,28090882.96
FAYENC.SARREGUEMI.,FR0000031973,FAYE,Euronext Paris,EUR,23.40,23.40,23.40,23.40,13/04/2022 16:30,CET,100,2340.00
FBD HOLDINGS PLC,IE0003290289,EG7,Euronext Dublin,EUR,9.10,9.26,9.04,9.06,20/05/2022 21:00,IST,19873,180854.20
FD,FR0012300424,MLFDV,Euronext Access Paris,EUR,0.60,0.60,0.60,0.60,16/05/2022 11:30,CET,1,0.60
FD TECHNOLOGIES,GB0031477770,GYQ,Euronext Growth Dublin,EUR,26.40,26.40,25.80,25.80,20/05/2022 19:08,IST,207,5364.80
FDJ,FR0013451333,FDJ,Euronext Paris,EUR,34.25,35.19,34.20,34.66,20/05/2022 17:35,CET,175839,6103393.75
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext Paris,EUR,1140.00,1140.00,1140.00,1140.00,16/05/2022 11:30,CET,1,1140.00
FERMENTALG,FR0011271600,FALG,Euronext Paris,EUR,2.64,2.69,2.60,2.62,20/05/2022 17:35,CET,35172,92870.79
FI BELGO-TUNISIENN,BE0011238830,-,Euronext Expert Market,EUR,221.10,221.10,221.10,221.10,07/07/2015 11:30,CET,323,71415.30
FIDUCIAL OFF.SOL.,FR0000061418,SACI,Euronext Paris,EUR,27.80,27.80,27.80,27.80,20/05/2022 11:30,CET,1,27.80
FIDUCIAL REAL EST.,FR0000060535,ORIA,Euronext Paris,EUR,183.00,183.00,183.00,183.00,20/05/2022 11:30,CET,1,183.00
FIGEAC AERO,FR0011665280,FGA,Euronext Paris,EUR,5.21,5.33,5.21,5.23,20/05/2022 16:29,CET,2446,12966.51
FIMMOBEL,BE0945246784,-,Euronext Expert Market,EUR,450.00,450.00,450.00,450.00,04/12/2018 11:30,CET,1,450.00
FIN.ETANG BERRE,FR0000062341,BERR,Euronext Paris,EUR,8.40,8.40,8.40,8.40,18/05/2022 11:30,CET,75,630.00
FIN.ETANG BERRE PF,FR0000062507,EBPF,Euronext Paris,EUR,160.00,160.00,160.00,160.00,26/04/2022 16:35,CET,12,1920.00
FIN.OUEST AFRICAIN,SN0000033192,FOAF,Euronext Paris,EUR,3.00,3.00,3.00,3.00,28/04/2022 11:30,CET,2,6.00
FINANCIERE MARJOS,FR0000060824,FINM,Euronext Paris,EUR,0.176,0.176,0.176,0.176,11/05/2022 16:30,CET,661,116.34
FINASUCRE,BE0012544319,-,Euronext Expert Market,EUR,4000.00,4000.00,4000.00,4000.00,26/05/2020 11:30,CET,4,16000.00
FINATIS,FR0000035123,FNTS,Euronext Paris,EUR,24.40,24.40,24.40,24.40,20/05/2022 16:30,CET,10,244.00
FINAXO,FR0010487272,MLFXO,Euronext Access Paris,EUR,4.70,4.70,4.70,4.70,25/07/2018 16:30,CET,1000,4700.00
FIPP,FR0000038184,FIPP,Euronext Paris,EUR,0.136,0.146,0.136,0.146,17/05/2022 17:29,CET,7072,962.51
FIRSTCAUTION,CH0120879058,MLFIR,Euronext Access Paris,EUR,19.50,19.50,19.50,19.50,18/05/2021 11:30,CET,51,994.50
FLEURY MICHON,FR0000074759,ALFLE,Euronext Growth Paris,EUR,23.70,23.70,23.70,23.70,20/05/2022 14:39,CET,12,284.40
FLEX LNG,BMG359472021,FLNG,Oslo Børs,NOK,273.80,280.40,271.80,276.00,20/05/2022 16:25,CET,94801,26294104.80
FLEXDEAL,PTFXD0AM0018,FLEXD,Euronext Lisbon,EUR,4.76,5.00,4.76,4.76,08/04/2022 18:36,BST,4689,22835.64
FLORIDIENNE,BE0003215143,FLOB,Euronext Brussels,EUR,830.00,830.00,830.00,830.00,20/05/2022 16:30,CET,4,3320.00
FLOW TRADERS,NL0011279492,FLOW,Euronext Amsterdam,EUR,29.26,29.38,29.12,29.20,20/05/2022 17:35,CET,202469,6218617.08
FLOWSPARKS,BE0003847648,UNI,Euronext Access Brussels,EUR,19.30,19.30,19.30,19.30,17/05/2022 16:30,CET,40,772.00
FLUTTER ENTERTAIN,IE00BWT6H894,FLTR,Euronext Dublin,EUR,106.30,110.55,105.85,108.10,20/05/2022 21:00,IST,298896,32411549.60
FLUXYS BELGIUM D,BE0974265945,FLUX,Euronext Brussels,EUR,31.40,32.90,31.00,32.00,20/05/2022 17:01,CET,6839,215917.70
FLYR,NO0010931900,FLYR,Euronext Growth Oslo,NOK,1.17,1.29,1.17,1.20,20/05/2022 16:28,CET,24892081,30242403.00
FNAC DARTY,FR0011476928,FNAC,Euronext Paris,EUR,45.04,45.58,44.68,45.08,20/05/2022 17:35,CET,61756,2782540.26
FNPTECHNOLOGIESSA,FR0013230067,MLFNP,Euronext Access Paris,EUR,0.62,0.62,0.62,0.62,19/05/2022 11:30,CET,160,99.20
FOCUSENTERTAINMENT,FR0012419307,ALFOC,Euronext Growth Paris,EUR,37.85,38.60,37.55,38.60,20/05/2022 17:35,CET,1113,42257.95
FONCIERE 7 INVEST,FR0000065930,LEBL,Euronext Paris,EUR,0.805,0.805,0.805,0.805,11/05/2022 16:30,CET,11,8.86
FONCIERE ATLAND,FR0013455482,FATL,Euronext Paris,EUR,43.00,43.40,42.60,42.60,20/05/2022 12:07,CET,390,16815.40
FONCIERE EURIS,FR0000038499,EURS,Euronext Paris,EUR,8.50,8.50,8.50,8.50,20/05/2022 16:30,CET,2001,17008.50
FONCIERE INEA,FR0010341032,INEA,Euronext Paris,EUR,46.30,46.30,45.70,46.00,20/05/2022 17:35,CET,357,16511.10
FONCIERE LYONNAISE,FR0000033409,FLY,Euronext Paris,EUR,86.60,86.60,86.60,86.60,20/05/2022 17:35,CET,10,866.00
FONCIERE VINDI,FR0011605617,MLVIN,Euronext Access Paris,EUR,2.36,2.36,2.36,2.36,29/04/2022 11:30,CET,30,70.80
FONCIERE VOLTA,FR0000053944,SPEL,Euronext Paris,EUR,7.50,7.50,7.50,7.50,09/05/2022 11:30,CET,67,502.50
FOOT LOCKER,US3448491049,FOOTL,Traded not listed Brussels,USD,61.64,61.64,61.64,61.64,06/07/2021 15:34,CET,20,1232.80
FORESTIERE EQUAT.,CI0000053161,FORE,Euronext Paris,EUR,575.00,575.00,575.00,575.00,12/05/2022 16:30,CET,8,4600.00
FORFARMERS,NL0011832811,FFARM,Euronext Amsterdam,EUR,2.80,2.86,2.785,2.795,20/05/2022 17:35,CET,179207,505311.14
FORSEE POWER,FR0014005SB3,FORSE,Euronext Paris,EUR,3.00,3.015,2.96,2.96,20/05/2022 17:35,CET,13806,41308.36
FOUNTAIN,BE0003752665,FOU,Euronext Brussels,EUR,1.00,1.00,1.00,1.00,09/05/2022 11:32,CET,1423,1423.00
FOUNTAINE PAJOT,FR0010485268,ALFPC,Euronext Growth Paris,EUR,107.00,107.80,106.00,107.00,20/05/2022 17:35,CET,393,42027.00
FOYER,NSCEX0000018,-,Euronext Expert Market,EUR,64.01,64.01,64.01,64.01,15/03/2022 11:30,CET,100,6401.00
FRANCAISE ENERGIE,FR0013030152,FDE,Euronext Paris,EUR,52.40,52.80,50.70,51.60,20/05/2022 17:35,CET,15139,785638.40
FRANCE SOIR GROUPE,FR0013222346,MLFSG,Euronext Access Paris,EUR,0.005,0.005,0.005,0.005,20/05/2022 11:30,CET,300,1.50
FRANCE TOURISME,FR0010823724,MLFTI,Euronext Access Paris,EUR,0.0445,0.0545,0.0445,0.0545,20/05/2022 16:30,CET,1621,77.14
FREELANCE.COM,FR0004187367,ALFRE,Euronext Growth Paris,EUR,6.94,7.11,6.94,7.08,20/05/2022 17:35,CET,3908,27488.13
FREY,FR0010588079,FREY,Euronext Paris,EUR,33.80,33.80,33.80,33.80,20/05/2022 11:30,CET,27,912.60
FROID INVEST,BE6326486493,-,Euronext Expert Market,EUR,0.01,0.01,0.01,0.01,23/02/2021 11:30,CET,2900,29.00
FRONTLINE,BMG3682E1921,FRO,Oslo Børs,NOK,86.00,87.20,84.50,86.10,20/05/2022 16:29,CET,1241379,106828165.40
FRØY,NO0010936792,FROY,Oslo Børs,NOK,45.00,45.90,45.00,45.20,20/05/2022 16:25,CET,30858,1398921.05
FUGRO,NL00150003E1,FUR,Euronext Amsterdam,EUR,13.35,13.58,13.29,13.32,20/05/2022 17:35,CET,570897,6981424.58
FUT.CLUBE PORTO,PTFCP0AM0008,FCP,Euronext Lisbon,EUR,0.94,0.94,0.94,0.94,20/05/2022 20:35,BST,325,305.50
G.A.I.,FR0000053415,MLGAI,Euronext Access Paris,EUR,80.00,80.00,80.00,80.00,23/12/2021 16:34,CET,40,3200.00
GALAPAGOS,BE0003818359,GLPG,Euronext Amsterdam, Brussels,EUR,53.54,54.08,52.98,53.08,20/05/2022 17:36,CET,293255,16053761.10
GALEO,FR0011100759,MLGAL,Euronext Access Paris,EUR,1.50,1.50,1.50,1.50,19/05/2022 16:50,CET,42,63.00
GALIMMO,FR0000030611,GALIM,Euronext Paris,EUR,13.30,13.40,13.30,13.40,20/05/2022 16:30,CET,9,120.50
GALP ENERGIA-NOM,PTGAL0AM0009,GALP,Euronext Lisbon,EUR,10.905,11.09,10.79,10.865,20/05/2022 21:35,BST,2137690,23365424.94
GAMING INNOVATION,US36467X2062,GIG,Oslo Børs,NOK,16.07,16.64,15.80,16.29,20/05/2022 16:25,CET,18679,303582.23
GASCOGNE,FR0000124414,ALBI,Euronext Growth Paris,EUR,3.40,3.53,3.37,3.53,20/05/2022 17:35,CET,36,123.97
GAUMONT,FR0000034894,GAM,Euronext Paris,EUR,108.00,108.00,108.00,108.00,19/05/2022 09:43,CET,6,648.00
GAUSSIN,FR0013495298,ALGAU,Euronext Growth Paris,EUR,4.42,4.478,4.304,4.33,20/05/2022 17:35,CET,96094,421868.18
GBL,BE0003797140,GBLB,Euronext Brussels,EUR,84.42,85.64,84.12,84.70,20/05/2022 17:35,CET,189277,16129718.26
GC RIEBER SHIPPING,NO0010262686,RISH,Oslo Børs,NOK,11.70,11.95,11.45,11.95,20/05/2022 15:05,CET,31608,365991.45
GEA GRENOBL.ELECT.,FR0000053035,GEA,Euronext Paris,EUR,88.00,88.00,88.00,88.00,20/05/2022 09:00,CET,1,88.00
GECI INTL,FR0000079634,ALGEC,Euronext Growth Paris,EUR,0.0071,0.0073,0.007,0.0072,20/05/2022 17:35,CET,8852861,63800.88
GECINA,FR0010040865,GFC,Euronext Paris,EUR,104.50,106.10,104.10,105.60,20/05/2022 17:35,CET,183520,19346947.00
GEN BELGE ARGENTIN,BE6303070104,-,Euronext Expert Market,EUR,27.82,27.82,27.82,27.82,10/07/2018 11:30,CET,650,18083.00
GENERAL ELECTRIC,US3696043013,GNE,Euronext Paris,EUR,71.90,72.80,70.30,70.50,20/05/2022 17:35,CET,620,44214.90
GENERIX GROUP,FR0010501692,GENX,Euronext Paris,EUR,9.56,9.56,9.54,9.54,20/05/2022 17:35,CET,15102,144357.86
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR,3.15,3.15,3.12,3.12,20/05/2022 17:28,CET,174,546.03
GENFIT,FR0004163111,GNFT,Euronext Paris,EUR,3.458,3.478,3.37,3.392,20/05/2022 17:35,CET,39879,136582.88
GENOMIC VISION,FR0011799907,GV,Euronext Paris,EUR,0.0998,0.1017,0.0998,0.0998,20/05/2022 17:28,CET,81483,8160.89
GENOWAY,FR0004053510,ALGEN,Euronext Growth Paris,EUR,3.13,3.215,3.13,3.215,20/05/2022 14:05,CET,4204,13415.27
GENSIGHT BIOLOGICS,FR0013183985,SIGHT,Euronext Paris,EUR,2.158,2.23,2.10,2.10,20/05/2022 17:35,CET,133961,291726.25
GENTIAN DIAGNOSTIC,NO0010748866,GENT,Oslo Børs,NOK,40.00,42.00,39.00,42.00,20/05/2022 12:35,CET,776,31222.50
GENTLEMENS EQUITY,PTGVE1AE0009,MLGEQ,Euronext Access Paris,EUR,0.10,0.10,0.10,0.10,13/05/2022 16:30,CET,10000,1000.00
GEOJUNXION,NL0000430106,GOJXN,Euronext Amsterdam,EUR,1.79,1.80,1.79,1.80,20/05/2022 15:43,CET,1118,2004.05
GETLINK SE,FR0010533075,GET,Euronext Paris,EUR,18.00,18.26,17.89,18.26,20/05/2022 17:35,CET,936921,17002838.04
GEVELOT,FR0000033888,ALGEV,Euronext Growth Paris,EUR,185.00,185.00,184.00,184.00,20/05/2022 16:30,CET,22,4064.00
GIGANTE SALMON,NO0011013765,GIGA,Euronext Growth Oslo,NOK,6.40,6.50,6.30,6.50,20/05/2022 15:25,CET,19463,124823.40
GIMV,BE0003699130,GIMB,Euronext Brussels,EUR,55.70,55.90,55.10,55.10,20/05/2022 17:35,CET,10160,563747.50
GJENSIDIGE FORSIKR,NO0010582521,GJF,Oslo Børs,NOK,199.30,202.00,199.30,200.00,20/05/2022 16:25,CET,351646,70981340.20
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR,17.96,18.28,17.92,17.92,20/05/2022 17:35,CET,23633,427786.70
GLANBIA PLC,IE0000669501,GL9,Euronext Dublin,EUR,11.11,11.13,11.01,11.08,20/05/2022 21:00,IST,183586,2035311.12
GLASS TO POWER A,IT0005454167,MLGLA,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-
GLASS TO POWER B,IT0005454175,MLGLB,Euronext Access Paris,EUR,15.50,15.50,15.50,15.50,20/05/2022 16:30,CET,50,775.00
GLASS TO POWER WAR,IT0005454134,MLGLW,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-
GLENVEAGH PROP.PLC,IE00BD6JX574,GVR,Euronext Dublin,EUR,0.94,0.94,0.91,0.916,20/05/2022 21:00,IST,6638252,6094004.52
GLINTT,PTPAD0AM0007,GLINT,Euronext Lisbon,EUR,0.256,0.27,0.256,0.258,20/05/2022 20:00,BST,721,186.77
GLOBAL BIOENERGIES,FR0011052257,ALGBE,Euronext Growth Paris,EUR,4.485,4.49,4.375,4.41,20/05/2022 17:29,CET,25895,114901.57
GLOBAL PIELAGO,ES0105537007,MLNDG,Euronext Access Paris,EUR,4.92,4.92,4.92,4.92,16/04/2021 00:00,CET,-,-
GNP ENERGY,NO0010886013,GNP,Euronext Growth Oslo,NOK,15.20,15.20,15.15,15.15,20/05/2022 15:59,CET,1630,24695.20
GOLD BY GOLD,FR0011208693,ALGLD,Euronext Growth Paris,EUR,2.36,2.36,2.36,2.36,20/05/2022 16:38,CET,549,1295.64
GOLDEN ENERGY OFF,NO0010813843,GEOS,Euronext Growth Oslo,NOK,1.85,2.25,1.85,2.05,20/05/2022 16:27,CET,2463571,5134961.27
GOLDEN OCEAN GROUP,BMG396372051,GOGL,Oslo Børs,NOK,153.40,156.55,150.35,154.15,20/05/2022 16:27,CET,2318182,355821257.55
GOODTECH,NO0004913609,GOD,Oslo Børs,NOK,8.13,8.13,7.90,7.95,20/05/2022 16:19,CET,73426,583988.85
GOSSON KESSALES,BE0011395465,-,Euronext Expert Market,EUR,55.11,55.11,55.11,55.11,09/06/2015 11:30,CET,1,55.11
GOUR MEDICAL,FR0013371507,MLGML,Euronext Access Paris,EUR,0.05,0.05,0.05,0.05,20/05/2022 14:55,CET,720,36.00
GP BHND SHA,LU2434421173,BHND,Euronext Amsterdam,EUR,9.90,9.90,9.90,9.90,20/05/2022 09:03,CET,100,990.00
GP BHND TR SHA,LU2437856854,BHNDT,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
GP BHND WARR,LU2434421330,BHNDW,Euronext Amsterdam,EUR,0.30,0.30,0.30,0.30,16/05/2022 16:19,CET,100000,30000.00
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR,45.00,46.70,45.00,46.00,20/05/2022 17:35,CET,793,36512.30
GPE PAROT (AUTO),FR0013204070,ALPAR,Euronext Growth Paris,EUR,2.25,2.25,2.03,2.12,20/05/2022 16:11,CET,3672,7578.24
GRAINES VOLTZ,FR0000065971,GRVO,Euronext Paris,EUR,160.50,162.50,158.50,162.50,20/05/2022 17:29,CET,169,27134.50
GRAM CAR CARRIERS,NO0011109563,GCC,Euronext Growth Oslo,NOK,90.49,91.93,90.00,91.80,20/05/2022 16:25,CET,10495,954598.70
GREAT WESTERN MIN.,IE00B1FR8863,8GW,Euronext Growth Dublin,EUR,0.0015,0.0015,0.0015,0.0015,06/05/2022 13:23,IST,451578,677.37
GREEN MINERALS,NO0010907744,GEM,Euronext Growth Oslo,NOK,11.95,12.75,10.95,12.75,20/05/2022 14:33,CET,7679,92218.70
GREENCOAT REN.,IE00BF2NR112,GRP,Euronext Growth Dublin,EUR,1.155,1.17,1.155,1.155,20/05/2022 21:02,IST,242261,281075.68
GREENVOLT,PTGNV0AM0001,GVOLT,Euronext Lisbon,EUR,7.01,7.05,6.83,6.89,20/05/2022 21:38,BST,228088,1578131.93
GREENYARD,BE0003765790,GREEN,Euronext Brussels,EUR,7.46,7.72,7.46,7.69,20/05/2022 17:35,CET,7478,56971.47
GRIEG SEAFOOD,NO0010365521,GSF,Oslo Børs,NOK,139.20,144.30,137.70,143.80,20/05/2022 16:34,CET,474442,65479767.57
GROLLEAU,FR0014005ZM5,ALGRO,Euronext Growth Paris,EUR,8.44,8.44,8.44,8.44,20/05/2022 10:04,CET,1,8.44
GRONG SPAREBANK,NO0010636491,GRONG,Euronext Growth Oslo,NOK,141.00,141.00,141.00,141.00,20/05/2022 11:36,CET,40,5640.00
GROTTES DE HAN/s/L,BE0057677594,-,Euronext Expert Market,EUR,122.00,122.00,122.00,122.00,21/11/2017 11:30,CET,63,7686.00
GROUPE BERKEM,FR00140069V2,ALKEM,Euronext Growth Paris,EUR,8.74,8.80,8.64,8.79,20/05/2022 15:41,CET,560,4906.18
GROUPE CARNIVOR,FR0000076960,MLGRC,Euronext Access Paris,EUR,24.00,24.00,24.00,24.00,13/05/2022 16:30,CET,10,240.00
GROUPE CASOL,FR0014003RM7,MLCAS,Euronext Access Paris,EUR,0.45,0.45,0.45,0.45,18/05/2022 16:30,CET,25,11.25
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR,63.80,64.00,63.40,63.60,20/05/2022 17:21,CET,221,14058.40
GROUPE FLO,FR0014004X25,FLO,Euronext Paris,EUR,16.00,16.00,16.00,16.00,20/05/2022 10:21,CET,18,288.00
GROUPE GORGE,FR0000062671,GOE,Euronext Paris,EUR,18.08,18.44,18.08,18.10,20/05/2022 17:35,CET,7769,141764.20
GROUPE GUILLIN,FR0012819381,ALGIL,Euronext Growth Paris,EUR,22.35,22.45,21.75,22.10,20/05/2022 17:35,CET,7341,162320.15
GROUPE IRD,FR0000124232,IRD,Euronext Paris,EUR,25.205,25.205,25.205,25.205,20/05/2022 09:00,CET,1,25.21
GROUPE JAJ,FR0004010338,GJAJ,Euronext Paris,EUR,1.58,1.63,1.58,1.63,17/05/2022 16:30,CET,3786,5982.18
GROUPE JOSI,BE0011606630,-,Euronext Expert Market,EUR,1432.00,1432.00,1432.00,1432.00,21/04/2015 12:00,CET,91,130312.00
GROUPE LDLC,FR0000075442,ALLDL,Euronext Growth Paris,EUR,31.90,32.75,30.65,30.85,20/05/2022 17:35,CET,14104,449487.10
GROUPE PARTOUCHE,FR0012612646,PARP,Euronext Paris,EUR,19.15,19.15,19.15,19.15,20/05/2022 09:00,CET,1,19.15
GROUPE PLUS-VALUES,FR0010529719,MLPVG,Euronext Access Paris,EUR,0.01,0.01,0.01,0.01,18/03/2013 15:00,CET,20000,200.00
GROUPE SFPI,FR0004155000,SFPI,Euronext Paris,EUR,2.78,2.82,2.78,2.805,20/05/2022 17:35,CET,15086,42285.33
GROUPE TERA,FR0013429404,ALGTR,Euronext Growth Paris,EUR,7.35,7.70,7.35,7.70,20/05/2022 15:27,CET,2580,19819.90
GROUPIMO,FR0014000RP6,ALIMO,Euronext Growth Paris,EUR,1.88,1.88,1.88,1.88,20/05/2022 11:30,CET,1100,2068.00
GROWNERS,BE0003861789,-,Euronext Expert Market,EUR,8.00,8.00,8.00,8.00,26/10/2021 11:30,CET,1065,8520.00
GT BIOPHARMA INC,US36254L2097,GTBP,Euronext Paris,EUR,0.55,0.55,0.55,0.55,24/12/2020 11:30,CET,211,116.05
GTT,FR0011726835,GTT,Euronext Paris,EUR,122.70,126.30,122.70,124.00,20/05/2022 17:35,CET,122625,15236292.90
GUANDAO PUER INVES,LU1840650458,MLGDI,Euronext Access Paris,EUR,0.454,0.454,0.454,0.454,11/05/2022 16:30,CET,236,107.14
GUERBET,FR0000032526,GBT,Euronext Paris,EUR,23.90,24.30,23.70,23.80,20/05/2022 17:35,CET,8895,212931.05
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR,12.80,13.02,12.62,12.94,20/05/2022 17:35,CET,11309,145563.84
GYLDENDAL,NO0004288200,GYL,Oslo Børs,NOK,550.00,550.00,550.00,550.00,16/05/2022 11:42,CET,15,8250.00
H2O INNOVATION INC,CA4433003064,ALHEO,Euronext Growth Paris,EUR,1.52,1.52,1.52,1.52,10/05/2022 11:30,CET,510,775.20
HAFFNER ENERGY,FR0014007ND6,ALHAF,Euronext Growth Paris,EUR,7.74,7.817,7.66,7.70,20/05/2022 17:35,CET,4540,35036.47
HAFNIA LIMITED,BMG4233B1090,HAFNI,Oslo Børs,NOK,28.00,29.40,27.90,28.35,20/05/2022 16:28,CET,2216356,63673318.60
HAL TRUST,BMG455841020,HAL,Euronext Amsterdam,EUR,131.00,134.00,130.20,133.00,20/05/2022 17:35,CET,9454,1253962.80
HAMILTON GLOBAL OP,GB00BMDXQ672,ALHGO,Euronext Growth Paris,EUR,55.00,55.00,55.00,55.00,20/05/2022 09:00,CET,1,55.00
HAMMERSON PLC,GB00BK7YQK64,HMSO,Euronext Dublin,GBP,0.2783,0.30,0.2783,0.30,17/05/2022 14:38,IST,13900,4018.10
HAMON,BE0974352842,HAMO,Euronext Brussels,EUR,0.788,0.788,0.752,0.782,28/10/2021 17:35,CET,1941,1491.68
HARMONYCHAIN,NO0010921299,HMONY,Euronext Growth Oslo,NOK,0.75,0.85,0.75,0.84,20/05/2022 16:25,CET,142586,116825.10
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR,3.825,3.95,3.825,3.85,20/05/2022 17:35,CET,5661,21981.62
HAV GROUP,NO0010931918,HAV,Euronext Growth Oslo,NOK,15.50,16.38,15.00,15.20,20/05/2022 16:25,CET,105885,1615649.76
HAVILA KYSTRUTEN,NO0011045429,HKY,Euronext Growth Oslo,NOK,19.75,19.75,18.00,18.60,20/05/2022 15:49,CET,17778,323991.10
HAVILA SHIPPING,NO0010257728,HAVI,Oslo Børs,NOK,10.58,10.92,10.24,10.30,20/05/2022 16:25,CET,366289,3877322.14
HAVYARD GROUP,NO0010708605,HYARD,Oslo Børs,NOK,6.83,9.35,6.83,9.35,20/05/2022 16:27,CET,911471,7679825.12
HDF,FR0014003VY4,HDF,Euronext Paris,EUR,28.60,29.20,28.55,29.10,20/05/2022 17:35,CET,3152,91133.80
HEALTH,FR0013251584,MLAHC,Euronext Access Paris,EUR,0.60,0.60,0.60,0.60,23/03/2022 16:30,CET,370,222.00
HEALTHBEACON SHA,IE00014QAJZ5,HBCN,Euronext Growth Dublin,EUR,4.40,4.50,4.40,4.50,20/05/2022 21:00,IST,142,627.60
HEALTHCARE ACTIVOS,ES0105498002,MLHAY,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-
HEDOSOPHIA ORD SHA,KYG4406A1022,HEGA,Euronext Amsterdam,EUR,9.60,9.65,9.60,9.65,12/05/2022 16:48,CET,1285,12386.00
HEDOSOPHIA UNITS,KYG4406A1287,HEGAU,Euronext Amsterdam,EUR,10.05,10.05,10.05,10.05,09/05/2022 16:07,CET,1,10.05
HEDOSOPHIA WARRANT,KYG4406A1105,HEGAW,Euronext Amsterdam,EUR,0.20,0.20,0.20,0.20,18/05/2022 09:04,CET,33,6.60
HEIJMANS,NL0009269109,HEIJM,Euronext Amsterdam,EUR,11.84,12.10,11.82,11.90,20/05/2022 17:38,CET,102783,1280231.60
HEINEKEN,NL0000009165,HEIA,Euronext Amsterdam,EUR,89.28,89.96,88.44,89.42,20/05/2022 17:35,CET,549097,49284401.58
HEINEKEN HOLDING,NL0000008977,HEIO,Euronext Amsterdam,EUR,69.85,70.45,69.45,69.90,20/05/2022 17:35,CET,103973,7267977.95
HERIGE,FR0000066540,ALHRG,Euronext Growth Paris,EUR,42.90,42.90,42.90,42.90,20/05/2022 09:00,CET,1,42.90
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR,1045.00,1052.50,1019.50,1034.50,20/05/2022 17:38,CET,96114,100022736.00
HEXAGON COMPOSITES,NO0003067902,HEX,Oslo Børs,NOK,35.22,36.40,34.88,35.00,20/05/2022 16:25,CET,210181,7484313.78
HEXAGON PURUS,NO0010904923,HPUR,Euronext Growth Oslo,NOK,35.00,35.88,34.08,34.40,20/05/2022 16:25,CET,141060,4927752.98
HEXAOM,FR0004159473,HEXA,Euronext Paris,EUR,28.70,28.90,28.60,28.70,20/05/2022 15:17,CET,2858,82078.40
HF COMPANY,FR0000038531,ALHF,Euronext Growth Paris,EUR,6.20,6.22,6.20,6.20,20/05/2022 17:35,CET,943,5850.14
HIBERNIA REIT PLC,IE00BGHQ1986,HBRN,Euronext Dublin,EUR,1.598,1.598,1.584,1.594,20/05/2022 21:00,IST,3316295,5267039.30
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR,5.30,5.32,5.30,5.32,20/05/2022 15:44,CET,450,2387.30
HIMALAYA SHIPPING,BMG4660A1036,HSHIP,Euronext Expand Oslo,NOK,58.60,59.00,57.80,58.00,20/05/2022 16:25,CET,56743,3323546.20
HIOLLE INDUSTRIES,FR0000077562,ALHIO,Euronext Growth Paris,EUR,4.66,4.68,4.66,4.68,20/05/2022 17:29,CET,2450,11421.60
HIPAY GROUP,FR0012821916,ALHYP,Euronext Growth Paris,EUR,12.48,12.80,12.20,12.80,20/05/2022 15:51,CET,3277,41104.92
HITECHPROS,FR0010396309,ALHIT,Euronext Growth Paris,EUR,15.30,15.80,15.30,15.80,20/05/2022 16:31,CET,1150,17770.00
HK,DE000A11Q133,MLHK,Euronext Access Paris,EUR,120.00,120.00,120.00,120.00,20/05/2022 11:30,CET,26,3120.00
HOCHE BAINS L.BAIN,FR0000051302,MLHBB,Euronext Access Paris,EUR,42.00,42.00,42.00,42.00,18/03/2022 11:30,CET,50,2100.00
HÖEGH AUTOLINERS,NO0011082075,HAUTO,Oslo Børs,NOK,33.95,33.95,32.90,32.90,20/05/2022 16:25,CET,113175,3767364.40
HOFFMANN,FR0013451044,ALHGR,Euronext Growth Paris,EUR,16.70,16.70,16.32,16.50,20/05/2022 17:35,CET,11643,193078.38
HOFSETH BIOCARE,NO0010598683,HBC,Oslo Børs,NOK,3.94,3.94,3.65,3.87,20/05/2022 16:25,CET,79485,299724.89
Holcim Ltd,CH0012214059,HOLN,Euronext Paris,EUR,45.40,46.25,45.05,45.05,20/05/2022 17:35,CET,23280,1056083.80
